year,month,illnesses,deaths,hospitalizations,state,genus_species,contaminated_ingredient,serotype_or_genotype,etiology_status,location_of_preparation,food_vehicle
2002,1,5,0,0,California,Staphylococcus aureus; Bacillus cereus,,,Suspected; Suspected,Restaurant - other or unknown type,
2011,11,9,0,0,Illinois,,,,,Restaurant - Sit-down dining,
2005,2,3,0,0,Maryland,,,,,Restaurant - other or unknown type,
2004,1,7,,,Wisconsin,Norovirus Genogroup I,,,Confirmed,Restaurant - other or unknown type,ice
1999,12,2,0,0,Hawaii,,,,,Other (describe in remarks),musubi (rice in seaweed); spam
2009,9,3,0,0,California,,,,,Caterer (food prepared off-site from where served),
2002,11,2,,,Florida,,pork,,,Restaurant - other or unknown type,"sandwich, pork"
2009,3,2,0,0,Maryland,,,,,"Restaurant - ""Fast-food""(drive up service or pay at counter)",
1999,8,36,,,Kansas,Salmonella enterica,,Newport,Confirmed,,
2004,6,10,0,0,Colorado,Norovirus Genogroup I,,,Confirmed,Restaurant - other or unknown type,
2002,8,2,0,0,Michigan,,,,,Restaurant - other or unknown type,
2003,3,2,,,Florida,Other - Chemical/Toxin,,,Suspected,Restaurant - other or unknown type,"soup, wonton"
2004,11,10,0,1,Pennsylvania,Norovirus Genogroup I,,,Suspected,Unknown,
2009,6,107,0,0,Indiana,,,,,Prison/jail,stew/chili/chowder
2000,5,13,0,1,Connecticut,Campylobacter jejuni,leafy green,,Confirmed,Restaurant - other or unknown type,lettuce-based salads unspecified
2010,9,6,0,3,Idaho,"Escherichia coli, Shiga toxin-producing",,O121:H19,Confirmed,"Fair, festival, other temp or mobile services",
2014,7,10,0,0,Florida,Salmonella enterica,,Enteritidis,Suspected,Prison/jail,
2003,6,5,0,2,Tennessee,Salmonella enterica,,Enteritidis,Confirmed,Restaurant - other or unknown type,"cheese dish, other; omelette; ham, other"
1998,12,8,0,0,Florida,,,,,Caterer (food prepared off-site from where served),"pasta, unspecified; chicken, marsala"
2002,4,2,0,0,Florida,Other - Chemical/Toxin,,,Suspected,Restaurant - other or unknown type,multiple foods
2007,2,9,0,0,Maine,,,,,,
2001,6,26,0,3,Maryland,Salmonella enterica,,Enteritidis,Confirmed,Private home/residence; Other (describe in remarks),"seafood pasta; spaghetti, unspecified; deli tray"
2012,10,16,0,0,Hawaii,Salmonella enterica,,Braenderup,Confirmed,Restaurant - other or unknown type,
1999,7,4,,,New York,,,,,Restaurant - other or unknown type,"salsa, unspecified"
2015,1,2,0,0,Washington,Bacillus cereus,"beef, brisket",,Suspected,Restaurant - Sit-down dining,"beef, brisket"
1998,8,5,0,0,Florida,,,,,Restaurant - other or unknown type,
2007,7,3,0,0,California,Salmonella enterica,,Infantis,Confirmed,Restaurant - other or unknown type,"beans, garbanzo"
2015,3,15,0,1,Illinois,Norovirus; Norovirus Genogroup II,,,Suspected; Confirmed,Restaurant - Sit-down dining,
1999,12,4,0,0,Alabama,,,,,Restaurant - other or unknown type,
2000,9,6,,,Kansas,Salmonella enterica,,Group B,Confirmed,"Fair, festival, other temp or mobile services","taco, unspecified"
2000,2,21,0,2,Oklahoma,Campylobacter jejuni,milk,,Confirmed,Other (describe in remarks),"other milk, unpasteurized"
2002,12,37,0,0,Oregon,Norovirus Genogroup I,,,Confirmed,Restaurant - other or unknown type; Other (describe in remarks),
1998,8,40,0,1,Florida,Norovirus Genogroup I,,,Suspected,Restaurant - other or unknown type,ice
2003,2,2,,,Florida,Bacillus cereus,,,Suspected,Restaurant - other or unknown type,"fried rice, unspecified"
1999,1,3,0,0,California,Salmonella enterica,egg,Enteritidis,Confirmed,Restaurant - other or unknown type,eggs benedict
2012,10,33,0,1,South Carolina,Salmonella enterica,chicken,Enteritidis,Confirmed,Religious facility,chicken
2003,10,6,0,0,Michigan,Campylobacter jejuni,,,Confirmed,Unknown,"other milk, unpasteurized"
2006,11,13,0,0,Minnesota,Norovirus Genogroup I,,,Confirmed,Restaurant - other or unknown type,
2001,2,3,0,1,California,Vibrio parahaemolyticus,"oysters, raw",,Suspected,Restaurant - other or unknown type,"oysters, raw"
1998,4,71,0,2,Massachusetts,Norovirus Genogroup I,,,Confirmed,Caterer (food prepared off-site from where served),"chicken, unspecified; cake, unspecified"
2002,7,2,,,North Carolina,Salmonella enterica,,,Suspected,Restaurant - other or unknown type,
2004,1,2,0,0,Washington,,,,,Restaurant - other or unknown type,lettuce-based salads unspecified
2002,6,3,,,Florida,,,,,Restaurant - other or unknown type,"pork, other"
2002,6,24,0,1,Tennessee,,,,,Restaurant - other or unknown type,
2010,1,24,0,0,Ohio,Norovirus Genogroup II,,GII_12,Confirmed,Caterer (food prepared off-site from where served),
2009,3,6,0,1,Illinois,Campylobacter jejuni; Listeria monocytogenes,,,Confirmed; Confirmed,Private home/residence,
2000,8,3,,,California,,,,,Restaurant - other or unknown type,"pizza, unspecified"
2001,3,3,0,0,Michigan,,,,,Restaurant - other or unknown type; Other (describe in remarks),
2010,12,13,0,0,Minnesota,Norovirus,,,Suspected,,
2007,12,4,0,0,Wyoming,Salmonella enterica,,Typhimurium,Confirmed,Restaurant - other or unknown type,
2006,7,21,0,0,Indiana,Norovirus unknown,,,Confirmed,Other (describe in remarks),
2001,2,2,0,0,California,Scombroid toxin,fin fish,,Confirmed,Restaurant - other or unknown type,"fish, escolar"
2012,12,71,0,0,Michigan,,butter; n/a,,,Banquet Facility (food prepared and served on-site),"butter; soda, unspecified"
2000,8,2,0,0,California,,beef; cheese; sauces/ dressings,,,Restaurant - other or unknown type,"roast beef, unspecified; salad bar; blue cheese dressing"
2012,8,7,0,0,Washington,Vibrio parahaemolyticus,,,Suspected,Private home/residence,"oysters, raw"
2006,11,3,0,0,Ohio,,,,,Restaurant - other or unknown type,
2005,8,3,0,0,Kansas,,,,,Restaurant - other or unknown type,
2005,2,4,0,0,California,Bacillus cereus; Staphylococcus aureus,,,Suspected; Suspected,Restaurant - other or unknown type,
2011,6,13,0,1,New Jersey,Norovirus Genogroup II,,,Confirmed,Other (describe in remarks),cake
2000,11,30,0,0,Minnesota,Norovirus Genogroup I,,,Confirmed,Caterer (food prepared off-site from where served),"beer; green beans, unspecified"
1998,5,171,,,Multistate,Norovirus Genogroup II,,unknown,Confirmed,Other (describe in remarks),"oysters, unspecified"
1998,4,209,,47,Multistate,Salmonella enterica,dry cereal,Agona,Confirmed,Other (describe in remarks),"cereal, oat"
2015,2,87,0,0,Pennsylvania,Norovirus,,,Confirmed,Restaurant - Sit-down dining,
2006,12,50,,1,Wyoming,Norovirus Genogroup II,,unknown,Suspected,Banquet Facility (food prepared and served on-site); Caterer (food prepared off-site from where served); Other (describe in remarks),
2000,12,11,0,0,Pennsylvania,,,,,Caterer (food prepared off-site from where served),pasta-based salads unspecified
2001,12,5,,,Florida,,,,,Restaurant - other or unknown type,
2002,10,4,0,1,Wisconsin,Salmonella enterica,,Typhimurium,Confirmed,"Fair, festival, other temp or mobile services","beef/steak dish, other"
2004,2,38,0,0,Pennsylvania,Norovirus Genogroup I,,,Confirmed,Unknown,
2000,1,4,,,Colorado,Hepatitis A,,,Confirmed,Restaurant - other or unknown type,"sandwich, unspecified"
2007,6,5,0,1,Michigan,Salmonella enterica,,Enteritidis,Confirmed,Other (describe in remarks); Unknown,
2007,1,23,0,1,Illinois,Clostridium perfringens,,,Confirmed,Private home/residence,"stew/chili, unspecified"
2014,4,11,0,0,West Virginia,Bacillus cereus,,,Suspected,Restaurant - Sit-down dining,
2006,11,12,0,0,Colorado,Norovirus unknown,,,Confirmed,Restaurant - other or unknown type; Private home/residence,
2014,9,4,0,0,Rhode Island,,,,,Restaurant - Sit-down dining,
1999,12,2,,1,Florida,,,,,Restaurant - other or unknown type,
2010,3,5,0,0,Maryland,,,,,Restaurant - Sit-down dining; Private home/residence; Other (describe in remarks),
2005,8,3,0,0,Oregon,Scombroid toxin,,,Confirmed,Restaurant - other or unknown type,"fish, escolar"
2001,5,64,0,0,Minnesota,Norovirus Genogroup I,leafy green,,Confirmed,Restaurant - other or unknown type,"sandwich, fajita; vegetable tray; lettuce-based salads unspecified"
2006,7,8,0,0,Pennsylvania,,,,,Private home/residence,
1999,12,4,0,1,Pennsylvania,,,,,Restaurant - other or unknown type,
2005,7,6,0,6,New York,Listeria monocytogenes,,,Confirmed,Restaurant - other or unknown type; Private home/residence,
2012,2,16,0,0,Virginia,Norovirus,,,Confirmed,Restaurant - Sit-down dining,
2007,7,51,0,0,Pennsylvania,Norovirus unknown,,,Suspected,Caterer (food prepared off-site from where served),"turkey, roasted; gravy"
1998,12,4,,,Michigan,,,,,,"chicken, unspecified"
2009,2,7,0,1,California,Norovirus unknown,,,Suspected,Restaurant - Sit-down dining,
2007,4,102,0,0,Maine,,,,,,
2004,11,12,0,0,Illinois,,,,,Restaurant - other or unknown type,
2005,1,35,0,0,Colorado,,,,,Restaurant - other or unknown type,"lobster, steamed"
1999,10,46,0,0,Florida,Norovirus Genogroup I,,,Confirmed,Restaurant - other or unknown type,"deli meat, multiple; pre-packaged salad"
2007,1,6,0,1,Illinois,,,,,Restaurant - other or unknown type,
1999,12,6,0,0,California,,,,,Restaurant - other or unknown type,"burrito, beef"
1999,8,30,,,Washington,Clostridium perfringens,,,Suspected,Caterer (food prepared off-site from where served),"beans, baked"
1998,12,9,0,0,Minnesota,Salmonella enterica,,Braenderup,Confirmed,Restaurant - other or unknown type,
2007,5,4,0,0,Texas,,,,,Restaurant - other or unknown type,oysters
2004,4,5,0,0,New York,,,,,Restaurant - other or unknown type,
2004,7,16,0,1,Nevada,Norovirus Genogroup I,,,Confirmed,Long-term care/nursing home/assisted living facility,
2015,10,19,0,3,Multistate,"Escherichia coli, Shiga toxin-producing",celery; onion,O157:H7,Confirmed,Grocery store,chicken salad
2012,10,25,0,3,Virginia,Salmonella enterica,,Javiana,Confirmed,"Restaurant - ""Fast-food""(drive up service or pay at counter); Restaurant - Sit-down dining",
1999,5,4,0,0,New York,Scombroid toxin,,,Confirmed,Restaurant - other or unknown type,unspecified fish
2000,8,6,0,0,Florida,,,,,Restaurant - other or unknown type,"sauces, unspecified; soup, wonton"
2007,6,2,0,0,Hawaii,Ciguatoxin,,,Confirmed,Private home/residence,"fish, perch"
2009,1,2,0,0,Minnesota,Norovirus,,,Suspected,Restaurant - Sit-down dining,
2007,2,8,0,1,Maine,,,,,,
2007,4,2,,,Florida,Norovirus unknown,,,Suspected,Restaurant - other or unknown type,buffet
2001,9,168,0,0,Pennsylvania,,,,,School/college/university,
1998,10,6,0,0,Hawaii,Ciguatoxin,,,Confirmed,Private home/residence,"fish eggs, unspecified"
1999,6,3,,,Florida,,,,,Restaurant - other or unknown type,
2003,11,2,0,0,Illinois,,,,,Restaurant - other or unknown type,
1999,9,6,0,0,Florida,Shigella sonnei,leafy green; vine-stalk eg. tomato,,Confirmed,Private home/residence,"fajita, beef"
2007,6,2,0,0,Pennsylvania,Salmonella enterica,,Enteritidis,Confirmed,Unknown,
2002,12,10,,,California,Norovirus Genogroup I,,,Suspected,Unknown,lettuce-based salads unspecified
2013,4,3,0,0,Ohio,Norovirus Genogroup II,,GII_4 Sydney (2012),Suspected,"Restaurant - ""Fast-food""(drive up service or pay at counter)",
1998,11,15,,,New York,,,,,,
1998,5,40,,,Multistate,Salmonella enterica; Salmonella enterica,,Cubana; Havana,Confirmed; Suspected,Other (describe in remarks),alfalfa sprouts
2004,12,33,0,0,South Carolina,Norovirus Genogroup I,,,Confirmed,Restaurant - other or unknown type,
2001,7,51,0,0,Illinois,Norovirus Genogroup I,,,Suspected,Other (describe in remarks),"water; steak, other"
2008,3,8,0,0,Oregon,Norovirus Genogroup II,,unknown,Confirmed,Restaurant - other or unknown type,
1999,3,6,,,Washington,,,,,Restaurant - other or unknown type,"chicken, fried; potato, mashed"
2006,12,2,0,1,Ohio,Salmonella enterica,,Agona,Suspected,Private home/residence,
2000,9,2,0,0,Florida,,,,,Restaurant - other or unknown type,"scallops, unspecified; shrimp, unspecified"
2005,12,3,0,0,Colorado,Norovirus Genogroup I,,,Suspected,Restaurant - other or unknown type,
1998,4,4,0,0,Ohio,,,,,Restaurant - other or unknown type,"sandwich, cheese"
2002,7,29,0,0,Wyoming,Norovirus Genogroup I,,,Confirmed,Caterer (food prepared off-site from where served),"sandwich, unspecified; salad, unspecified"
1998,12,2,,,Michigan,,,,,Restaurant - other or unknown type,"chicken, buffalo wings"
2003,7,8,0,0,California,Salmonella enterica,,Brandenburg,Confirmed,Other (describe in remarks),
2015,1,20,0,0,Virginia,,,,,Restaurant - Sit-down dining; Private home/residence,
2003,12,3,0,1,Florida,Salmonella enterica,,,Suspected,Restaurant - other or unknown type,
2005,6,10,0,0,California,Norovirus Genogroup I,,,Suspected,Restaurant - other or unknown type,"sushi, unspecified"
2012,11,25,0,0,Florida,,,,,Restaurant - Sit-down dining,
1999,8,4,0,0,Ohio,Staphylococcus aureus,,,Confirmed,Caterer (food prepared off-site from where served),"ham, unspecified"
2012,7,3,0,1,Florida,Vibrio parahaemolyticus,oysters,,Suspected,Private home/residence,oysters
2006,2,3,,,Utah,Salmonella enterica,,Typhimurium,Confirmed,Restaurant - other or unknown type,
2008,4,4,0,0,Kansas,,,,,Restaurant - other or unknown type,
2006,2,4,,,Ohio,,,,,Restaurant - other or unknown type,
2006,7,14,0,0,California,Norovirus unknown,,,Confirmed,Grocery store,watermelon
1998,8,16,0,1,Florida,Campylobacter unknown,,,Suspected,Other (describe in remarks),"chicken, unspecified"
2004,7,22,0,1,Ohio,Salmonella enterica,,Enteritidis,Confirmed,Restaurant - other or unknown type,
2015,2,3,0,0,Ohio,Norovirus,,,Suspected,Restaurant - Sit-down dining,
2009,1,21,0,0,Connecticut,Norovirus Genogroup II,,,Confirmed,Restaurant - Sit-down dining,ice
2005,11,11,0,0,Tennessee,Norovirus Genogroup I,,GI_1,Confirmed,Restaurant - other or unknown type,
2015,7,4,0,0,Illinois,Norovirus,,,Suspected,Restaurant - Sit-down dining,
2015,4,28,0,0,California,Norovirus unknown,,,Confirmed,Banquet Facility (food prepared and served on-site),
2013,4,5,0,0,Michigan,,,,,"Restaurant - ""Fast-food""(drive up service or pay at counter); Restaurant - Sit-down dining",
2014,11,5,0,0,Colorado,,,,,Restaurant - Sit-down dining,
2015,12,17,0,0,Michigan,,,,,Caterer (food prepared off-site from where served),"beef, other"
2015,11,5,0,0,Florida,Salmonella enterica,,Tallahassee,Confirmed,Prison/jail,thanksgiving meal
2005,3,6,0,1,California,Salmonella enterica,egg,Heidelberg,Confirmed,Restaurant - other or unknown type,"pudding, chocolate"
2001,6,6,0,0,Ohio,Norovirus Genogroup II,,unknown,Confirmed,Restaurant - other or unknown type; Caterer (food prepared off-site from where served),
2012,11,4,0,1,Florida,,,,,Restaurant - Sit-down dining,
2005,4,25,0,4,Michigan,Salmonella enterica,,Enteritidis,Confirmed,Caterer (food prepared off-site from where served),"eclair, unspecified"
2009,2,9,0,0,California,Norovirus unknown,,,Suspected,,
2000,11,45,0,0,Florida,Norovirus Genogroup I,,,Suspected,Restaurant - other or unknown type,"sandwich, submarine"
2007,3,2,,2,California,Mycotoxins,,,Suspected,Unknown,mushrooms
2007,10,17,0,0,California,Norovirus unknown,,,Suspected,Restaurant - other or unknown type,
2007,5,5,,,Florida,Salmonella unknown,,,Confirmed,Restaurant - other or unknown type,multiple foods
2013,3,6,0,0,Michigan,Norovirus Genogroup II,,GII_6,Confirmed,Restaurant - Sit-down dining,
2000,2,3,0,1,Michigan,,,,,Other (describe in remarks),
2002,11,19,0,0,Wisconsin,Norovirus Genogroup I,,,Confirmed,Restaurant - other or unknown type,
2007,11,2,0,0,Ohio,Norovirus Genogroup II,,unknown,Suspected,Restaurant - other or unknown type,
2011,9,4,0,3,Massachusetts,Salmonella enterica,,Typhimurium,Confirmed,"Restaurant - ""Fast-food""(drive up service or pay at counter)",
2002,9,7,0,0,California,Norovirus Genogroup I,,,Suspected,Restaurant - other or unknown type,
2012,10,4,0,0,Minnesota,Salmonella enterica,cucumber; iceberg lettuce,Javiana,Confirmed,,"cucumber; iceberg lettuce, unspecified"
1998,12,28,,3,Arkansas,,water; fin fish; sauces/ dressings,,,Other (describe in remarks),unspecified fish; french fries; hushpuppy
2001,3,6,0,0,Minnesota,Norovirus Genogroup I,,,Suspected,Caterer (food prepared off-site from where served),"sandwich, chicken"
2014,6,2,0,2,New York,Listeria monocytogenes,,,Confirmed,Restaurant - Sit-down dining,
2005,8,6,0,0,Illinois,,,,,Restaurant - other or unknown type,
2001,6,8,0,0,Oregon,,,,,Unknown,
2013,9,11,0,0,Tennessee,Salmonella enterica,,Thompson,Confirmed,,
2014,2,7,0,0,Minnesota,Norovirus Genogroup I,,,Confirmed,"Restaurant - ""Fast-food""(drive up service or pay at counter)",
2007,7,7,0,2,Illinois,Salmonella enterica,,Infantis,Confirmed,Grocery store,
2004,10,66,,,Florida,Norovirus Genogroup I,,,Suspected,Caterer (food prepared off-site from where served),mesclun mix salad
2005,1,2,0,0,Florida,,,,,Restaurant - other or unknown type,"stew/chili, other"
2011,1,2,0,0,Washington,Other,,,Suspected,Restaurant - Sit-down dining,"pork, sweet and sour"
1998,3,24,0,0,Florida,Norovirus Genogroup I,,,Suspected,Restaurant - other or unknown type,"sandwich, unspecified; salad, unspecified"
2013,2,12,0,0,Illinois,,,,,Caterer (food prepared off-site from where served),
2011,10,19,0,0,Colorado,,,,,,
2008,7,3,0,0,Maryland,Norovirus Genogroup I,,,Suspected,Restaurant - other or unknown type,
2010,10,2,0,1,Arizona,,,,,,
1999,5,21,0,0,Michigan,,,,,Other (describe in remarks),
2013,9,5,0,0,Pennsylvania,Scombroid toxin,,,Confirmed,Restaurant - Sit-down dining,escolar fish
1998,11,180,,,Michigan,,,,,,"pizza, unspecified"
2015,6,10,0,1,Illinois,Norovirus,,,Suspected,Restaurant - Sit-down dining,
2004,3,69,,,Washington DC,Norovirus Genogroup I,,,Confirmed,Unknown,
2002,8,3,0,0,California,Norovirus Genogroup I,,,Suspected,Restaurant - other or unknown type,
1998,4,47,0,5,Louisiana,Shigella sonnei,,,Confirmed,School/college/university,unspecified fish
2005,2,2,0,0,Kansas,,,,,,
2001,4,11,0,0,Georgia,,,,,Restaurant - other or unknown type,
2005,10,10,0,0,New York,,chicken; egg,,,Restaurant - other or unknown type,specialty/ethnic dishes; samosa
2003,6,2,,,Florida,"Escherichia coli, Enteropathogenic",,,Suspected,Caterer (food prepared off-site from where served),"ground beef, hamburger"
2010,2,50,0,2,California,Salmonella enterica,pork,Give,Confirmed,"Restaurant - ""Fast-food""(drive up service or pay at counter)","carnitas, unspecified"
1999,8,9,0,0,Multistate,Salmonella enterica,,Enteritidis,Confirmed,Restaurant - other or unknown type,"eggs, other; blintz, cheese"
